"$id","http://www.w3.org/2000/01/rdf-schema#label","http://www.w3.org/2003/01/geo/wgs84_pos#lat","http://www.w3.org/2003/01/geo/wgs84_pos#long"
"http://irail.be/stations/NMBS/008893567","Kwatrecht [NMBS/SNCB]","50.991750","3.829593"
"http://irail.be/stations/NMBS/008822343","Mechelen-Nekkerspoel [NMBS/SNCB]","51.029883","4.489914"
"http://irail.be/stations/NMBS/008895836","Liedekerke [NMBS/SNCB]","50.882531","4.095287"
"http://irail.be/stations/NMBS/008873239","Yves-Gomezee [NMBS/SNCB]","50.237133","4.492709"
"http://irail.be/stations/NMBS/008844503","Welkenraedt [NMBS/SNCB]","50.659707","5.975381"
"http://irail.be/stations/NMBS/008892452","Diksmuide [NMBS/SNCB]","51.032723","2.868943"
"http://irail.be/stations/NMBS/008865128","Bastenaken-Noord [NMBS/SNCB]","50.006919","5.720744"
"http://irail.be/stations/NMBS/008881000","Bergen [NMBS/SNCB]","50.453854","3.942542"
"http://irail.be/stations/NMBS/008811775","Pecrot [NMBS/SNCB]","50.778517","4.651486"
"http://irail.be/stations/NMBS/008893054","Landskouter [NMBS/SNCB]","50.970545","3.791146"
"http://irail.be/stations/NMBS/008892320","Koksijde [NMBS/SNCB]","51.079197","2.652770"
"http://irail.be/stations/NMBS/008728683","Pont De Bois (f)","50.624164","3.127500"
"http://irail.be/stations/NMBS/008822210","Duffel [NMBS/SNCB]","51.091243","4.493186"
"http://irail.be/stations/NMBS/008728686","Ascq (f)","50.616666","3.166666"
"http://irail.be/stations/NMBS/008863404","Andenne [NMBS/SNCB]","50.496759","5.094699"
"http://irail.be/stations/NMBS/008728685","Annappes (f)","50.633333","3.150000"
"http://irail.be/stations/NMBS/008822111","Londerzeel [NMBS/SNCB]","51.009091","4.299073"
"http://irail.be/stations/NMBS/008863503","Dinant [NMBS/SNCB]","50.260721","4.908182"
"http://irail.be/stations/NMBS/008811676","Louvain-La-Neuve-Univ. [NMBS/SNCB]","50.669793","4.615745"
"http://irail.be/stations/NMBS/008894508","Sint-Niklaas [NMBS/SNCB]","51.171472","4.142966"
"http://irail.be/stations/NMBS/008821063","Antwerpen-Luchtbal [NMBS/SNCB]","51.244132","4.425029"
"http://irail.be/stations/NMBS/008844404","Spa [NMBS/SNCB]","50.490305","5.855096"
"http://irail.be/stations/NMBS/008865615","Graide [NMBS/SNCB]","49.934134","5.043047"
"http://irail.be/stations/NMBS/008728687","Baisieux (f)","50.600000","3.249996"
"http://irail.be/stations/NMBS/008884715","Blaton [NMBS/SNCB]","50.505461","3.666304"
"http://irail.be/stations/NMBS/008875002","Mariembourg [NMBS/SNCB]","50.095490","4.525691"
"http://irail.be/stations/NMBS/008865540","Paliseul [NMBS/SNCB]","49.895408","5.118349"
"http://irail.be/stations/NMBS/008200100","Luxembourg (l)","49.599996","6.133331"
"http://irail.be/stations/NMBS/008893443","Sint-Gillis [NMBS/SNCB]","51.021693","4.117832"
"http://irail.be/stations/NMBS/008893708","Eeklo [NMBS/SNCB]","51.181333","3.574515"
"http://irail.be/stations/NMBS/008894425","Sinaai [NMBS/SNCB]","51.143398","4.068940"
"http://irail.be/stations/NMBS/008811767","Florival [NMBS/SNCB]","50.761501","4.653868"
"http://irail.be/stations/NMBS/008872066","Charleroi-West [NMBS/SNCB]","50.410948","4.436653"
"http://irail.be/stations/NMBS/008893047","Gontrode [NMBS/SNCB]","50.980199","3.801672"
